,InAcc ID, 2020 total amount ,GSC Top3,GSC Top3 pct,GSC Recommendation Top3
1578,288387," 21,247 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 3161.376221053301)('FIC - 33 VINYL TAPE', 2400.3309596546937)('FIL - 23 RUBBER TAPE', 2175.852563329905)"
2226,297779," 21,168 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 10158.602862396045)('FJM - QTIII RUBBER TERMINATIONS', 10078.585291519732)('FJI - SEPARABLE CONNECTORS', 5058.269036791693)"
2387,300116," 21,138 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 10064.396001783283)('FJL - QTII,RUBBER, PORCELAIN TERMI', 6619.237165686756)('FJI - SEPARABLE CONNECTORS', 3021.2545909359974)"
1562,288190," 21,110 ","FID - GENERAL USE VINYL-BLACK,FIL - 23 RUBBER TAPE",1,"('FIN - ALL MASTICS', 3163.7370880055723)('FIC - 33 VINYL TAPE', 2431.975009113753)('FIE - 35 VINYL TAPE', 2152.9025285273297)"
445,159820," 21,096 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 10044.455989963113)('FJL - QTII,RUBBER, PORCELAIN TERMI', 6606.1228499045765)('FJI - SEPARABLE CONNECTORS', 3015.2687521192092)"
2614,302812," 21,005 ",FJZ - MISC PRODUCT - POWER PROD,1,"('FIT - SILICONE TAPE', 4107.722170295857)('FJI - SEPARABLE CONNECTORS', 3717.413806530352)('FIP - ARC PROOFING TAPE', 3664.190128338272)"
2608,302780," 20,935 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 3114.8842610503602)('FIC - 33 VINYL TAPE', 2365.0311145344235)('FIL - 23 RUBBER TAPE', 2143.8539515629936)"
2454,300967," 20,919 ",FKJ - WIRE LUBRICANT,1,"('FIV - SCOTCHFIL', 3019.4610788240566)('FIA - UTILITY BID VINYL TAPES', 2700.6880910661757)('FJT - DIRECT BURY SPLICE', 2700.6880910661757)"
1233,276869," 20,864 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJM - QTIII RUBBER TERMINATIONS",1,"('FJF - QSIII & QS-2000 SPLICES', 9982.574335602743)('FJI - SEPARABLE CONNECTORS', 3722.670315224611)('FJZ - MISC PRODUCT - POWER PROD', 2609.775719087735)"
297,131248," 20,765 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 9886.784730164458)('FJL - QTII,RUBBER, PORCELAIN TERMI', 6502.424280945745)('FJI - SEPARABLE CONNECTORS', 2967.9370476194113)"
2313,299121," 20,622 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 9896.284153383893)('FJM - QTIII RUBBER TERMINATIONS', 9818.332821947677)('FJI - SEPARABLE CONNECTORS', 4927.652787535703)"
1989,294920," 20,421 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 7667.703254320879)('FJI - SEPARABLE CONNECTORS', 3651.814919533628)('FJZ - MISC PRODUCT - POWER PROD', 2407.8126739990007)"
2781,305797," 20,401 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 9713.576625518164)('FJL - QTII,RUBBER, PORCELAIN TERMI', 6388.507308335589)('FJI - SEPARABLE CONNECTORS', 2915.941301301678)"
3464,317429," 20,335 ","FJI - SEPARABLE CONNECTORS,FJM - QTIII RUBBER TERMINATIONS",1,"('FJF - QSIII & QS-2000 SPLICES', 6662.167225701389)('FJL - QTII,RUBBER, PORCELAIN TERMI', 4933.164020737011)('FJC - ENERGY RESINS', 3391.9004426107367)"
3307,314488," 20,264 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 9648.152912690366)('FJL - QTII,RUBBER, PORCELAIN TERMI', 6345.478887018478)('FJI - SEPARABLE CONNECTORS', 2896.3016038273295)"
2509,302064," 20,259 ","FIC - 33 VINYL TAPE,FID - GENERAL USE VINYL-BLACK",1,"('FIE - 35 VINYL TAPE', 7195.012221135761)('FIN - ALL MASTICS', 5847.8605713555835)('FIL - 23 RUBBER TAPE', 5727.220324968434)"
2063,296070," 20,233 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 1387.9394215470054)('FQA - LIQUID RESINS', 1173.0229074258878)('FTZ - 1/S10/S20 EPOXY TAPES', 975.3444058722483)"
731,216984," 20,182 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 9685.343650015328)('FJM - QTIII RUBBER TERMINATIONS', 6319.763891509086)('FJI - SEPARABLE CONNECTORS', 4045.95049551209)"
819,228316," 20,175 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 3001.8616894975758)('FIC - 33 VINYL TAPE', 2279.2167227416153)('FIL - 23 RUBBER TAPE', 2066.064901848016)"
2728,304941," 20,124 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 9657.403811302742)('FJM - QTIII RUBBER TERMINATIONS', 9581.334099313843)('FJI - SEPARABLE CONNECTORS', 4808.707194897161)"
2164,297387," 20,107 ","FIN - ALL MASTICS,FIC - 33 VINYL TAPE,FID - GENERAL USE VINYL-BLACK",1,"('FIM - 130C RUBBER TAPE', 5289.513022342197)('FIL - 23 RUBBER TAPE', 4730.551392057249)('FIE - 35 VINYL TAPE', 3802.429798758018)"
441,159534," 19,995 ","FTB - COMPOSITE, ACETATE & PAPER",1,"('FTM - POLYESTER FILM TAPES', 8421.872834425209)('FTZ - 1/S10/S20 EPOXY TAPES', 8223.98805040511)('FTU - 92/1205 & OTH HI-TEMP', 6697.546633753016)"
1613,288757," 19,986 ","FID - GENERAL USE VINYL-BLACK,FIN - ALL MASTICS,FIL - 23 RUBBER TAPE",1,"('FIC - 33 VINYL TAPE', 2530.623986479321)('FIE - 35 VINYL TAPE', 2066.0743786346698)('FKM - AEROSOLS,SCOTCHKOTE', 1707.4992127027897)"
450,162265," 19,961 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 9579.307401121549)('FJM - QTIII RUBBER TERMINATIONS', 9503.85284114927)('FJI - SEPARABLE CONNECTORS', 4769.8206807913275)"
1288,279822," 19,960 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 9578.805618510787)('FJM - QTIII RUBBER TERMINATIONS', 6250.246977199721)('FJI - SEPARABLE CONNECTORS', 4001.445352800298)"
3706,320430," 19,925 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 9486.724106396288)('FJL - QTII,RUBBER, PORCELAIN TERMI', 6239.309023069874)('FJI - SEPARABLE CONNECTORS', 2847.841912650742)"
1710,289984," 19,905 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 2961.7321159302746)('FIC - 33 VINYL TAPE', 2248.747632353113)('FIL - 23 RUBBER TAPE', 2038.44527374736)"
143,104086," 19,845 ","FTB - COMPOSITE, ACETATE & PAPER,FTU - 92/1205 & OTH HI-TEMP,FTM - POLYESTER FILM TAPES",1,"('FTZ - 1/S10/S20 EPOXY TAPES', 7562.892133962058)('FSQ - GLASS CLOTH TAPES', 5054.253791912113)('FSB - COPPER FOIL TAPES', 2558.3187986892767)"
3376,316076," 19,825 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 9439.240564583257)('FJL - QTII,RUBBER, PORCELAIN TERMI', 6208.07964530378)('FJI - SEPARABLE CONNECTORS', 2833.587717101292)"
2519,302181," 19,765 ",FJC - ENERGY RESINS,1,"('FJI - SEPARABLE CONNECTORS', 4331.33132346634)('FIM - 130C RUBBER TAPE', 3822.641397700261)('FIT - SILICONE TAPE', 3404.016017910291)"
188,116569," 19,760 ","FJZ - MISC PRODUCT - POWER PROD,FIP - ARC PROOFING TAPE",1,"('FIT - SILICONE TAPE', 3294.5843099523445)('FJI - SEPARABLE CONNECTORS', 2807.922409015182)('FJF - QSIII & QS-2000 SPLICES', 2503.769697952497)"
877,243343," 19,760 ","FJZ - MISC PRODUCT - POWER PROD,FIP - ARC PROOFING TAPE",1,"('FIT - SILICONE TAPE', 3294.5843099523445)('FJI - SEPARABLE CONNECTORS', 2807.922409015182)('FJF - QSIII & QS-2000 SPLICES', 2503.769697952497)"
915,246608," 19,760 ","FJZ - MISC PRODUCT - POWER PROD,FIP - ARC PROOFING TAPE",1,"('FIT - SILICONE TAPE', 3294.5843099523445)('FJI - SEPARABLE CONNECTORS', 2807.922409015182)('FJF - QSIII & QS-2000 SPLICES', 2503.769697952497)"
1574,288304," 19,748 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 2938.3188540465494)('FIC - 33 VINYL TAPE', 2230.9706980573005)('FIL - 23 RUBBER TAPE', 2022.330834236379)"
314,134547," 19,595 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 9403.833698301076)('FJM - QTIII RUBBER TERMINATIONS', 9329.76131456332)('FJI - SEPARABLE CONNECTORS', 4682.447130533391)"
695,216386," 19,595 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 9403.833698301076)('FJM - QTIII RUBBER TERMINATIONS', 9329.76131456332)('FJI - SEPARABLE CONNECTORS', 4682.447130533391)"
672,216062," 19,550 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 2908.8749126938264)('FIC - 33 VINYL TAPE', 2208.614863426631)('FIL - 23 RUBBER TAPE', 2002.0657120910898)"
3160,312295," 19,542 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 9378.394144021544)('FJM - QTIII RUBBER TERMINATIONS', 6119.476893484704)('FJI - SEPARABLE CONNECTORS', 3917.7255660981737)"
1332,281523," 19,509 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 2902.726741460837)('FIC - 33 VINYL TAPE', 2203.9467553863656)('FIL - 23 RUBBER TAPE', 1997.8341644353557)"
3338,314966," 19,449 ",FJZ - MISC PRODUCT - POWER PROD,1,"('FIT - SILICONE TAPE', 3803.446453977646)('FJI - SEPARABLE CONNECTORS', 3442.049820861437)('FIP - ARC PROOFING TAPE', 3392.7686373502524)"
2721,304763," 19,446 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 9332.29964885933)('FJM - QTIII RUBBER TERMINATIONS', 9258.790726549178)('FJI - SEPARABLE CONNECTORS', 4646.828210070725)"
3404,316714," 19,446 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 9332.299648859333)('FJM - QTIII RUBBER TERMINATIONS', 9258.79072654918)('FJI - SEPARABLE CONNECTORS', 4646.828210070726)"
1904,294186," 19,383 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 9228.490385820714)('FJL - QTII,RUBBER, PORCELAIN TERMI', 6069.471683564896)('FJI - SEPARABLE CONNECTORS', 2770.322127689459)"
848,238241," 19,360 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 9290.693535697863)('FJM - QTIII RUBBER TERMINATIONS', 6062.2515478722635)('FJI - SEPARABLE CONNECTORS', 3881.0895588974017)"
3166,312389," 19,350 ",FIQ - TAPE TERM/SPLICING KITS,1,"('FJC - ENERGY RESINS', 1574.4721421743388)('FJG - HIGH VOLTAGE', 1475.4236679679502)('FJI - SEPARABLE CONNECTORS', 1436.9516217448986)"
477,165873," 19,286 ","FTM - POLYESTER FILM TAPES,FIC - 33 VINYL TAPE",1,"('FTB - COMPOSITE, ACETATE & PAPER', 7274.895999946124)('FTU - 92/1205 & OTH HI-TEMP', 5508.0402615381945)('FTZ - 1/S10/S20 EPOXY TAPES', 5322.6239821837335)"
377,149793," 19,228 ","FTU - 92/1205 & OTH HI-TEMP,FTM - POLYESTER FILM TAPES,FSD - SPECIALTY FOIL TAPES",0.993906905,"('FTB - COMPOSITE, ACETATE & PAPER', 6454.911252366031)('FTZ - 1/S10/S20 EPOXY TAPES', 4879.371491296553)('FSB - COPPER FOIL TAPES', 3551.799577409229)"
1384,283264," 19,222 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 2860.0460548367923)('FIC - 33 VINYL TAPE', 2171.5406871681134)('FIL - 23 RUBBER TAPE', 1968.4587042237056)"
56,69792," 19,210 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 8091.317785535397)('FTU - 92/1205 & OTH HI-TEMP', 6110.820111288842)('FTZ - 1/S10/S20 EPOXY TAPES', 5919.952957826397)"
3629,319760," 19,139 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 8061.401212606661)('FTU - 92/1205 & OTH HI-TEMP', 6088.226165486765)('FTZ - 1/S10/S20 EPOXY TAPES', 5898.064717975763)"
1467,285925," 19,088 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJC - ENERGY RESINS,FJI - SEPARABLE CONNECTORS",1,"('FJF - QSIII & QS-2000 SPLICES', 5849.956014611831)('FJM - QTIII RUBBER TERMINATIONS', 3574.0334756984594)('FJZ - MISC PRODUCT - POWER PROD', 2919.182897690565)"
378,149804," 19,054 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJM - QTIII RUBBER TERMINATIONS', 8602.568654699922)('FJI - SEPARABLE CONNECTORS', 4442.2825170619635)('FJC - ENERGY RESINS', 3029.5360484736543)"
3001,309202," 19,036 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 9135.530623285042)('FJM - QTIII RUBBER TERMINATIONS', 5961.006511392183)('FJI - SEPARABLE CONNECTORS', 3816.2718833407107)"
87,71467," 18,987 ",FTU - 92/1205 & OTH HI-TEMP,1,"('FTB - COMPOSITE, ACETATE & PAPER', 6359.93729006657)('FTM - POLYESTER FILM TAPES', 6039.847978599862)('FTZ - 1/S10/S20 EPOXY TAPES', 4808.307899347074)"
231,123467," 18,983 ",FHA - HIGH TEMP FLEX ELECTRICAL IN,1,"('FTR - OEM REINFORCED FILAMENT TAPE', 1918.8189257103884)('FTM - POLYESTER FILM TAPES', 1823.848783125484)('FTB - COMPOSITE, ACETATE & PAPER', 1387.032063908802)"
2094,296671," 18,901 ",FSQ - GLASS CLOTH TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 4954.626251933702)('FTM - POLYESTER FILM TAPES', 4483.428537936021)('FTZ - 1/S10/S20 EPOXY TAPES', 4303.244492110625)"
692,216359," 18,881 ","FTB - COMPOSITE, ACETATE & PAPER",1,"('FTM - POLYESTER FILM TAPES', 7952.691020896395)('FTZ - 1/S10/S20 EPOXY TAPES', 7765.830381227754)('FTU - 92/1205 & OTH HI-TEMP', 6324.426885022863)"
123,73237," 18,841 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 8086.896618002411)('FJI - SEPARABLE CONNECTORS', 3952.3112555543075)('FJC - ENERGY RESINS', 2579.8524394058827)"
3716,320780," 18,840 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 9041.335646601658)('FJM - QTIII RUBBER TERMINATIONS', 5899.543538686588)('FJI - SEPARABLE CONNECTORS', 3776.9229220277807)"
1439,285399," 18,832 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 8966.357242326138)('FJL - QTII,RUBBER, PORCELAIN TERMI', 5897.069738582786)('FJI - SEPARABLE CONNECTORS', 2691.631765835737)"
2981,308994," 18,824 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 2800.882708372734)('FIC - 33 VINYL TAPE', 2126.6198671629763)('FIL - 23 RUBBER TAPE', 1927.7388689185277)"
2216,297738," 18,799 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES",1,"('FJM - QTIII RUBBER TERMINATIONS', 6701.054914751041)('FJI - SEPARABLE CONNECTORS', 3961.030004705215)('FJC - ENERGY RESINS', 2759.329620946123)"
2618,302972," 18,797 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES",1,"('FJM - QTIII RUBBER TERMINATIONS', 6700.381665355702)('FJI - SEPARABLE CONNECTORS', 3960.5989864312046)('FJC - ENERGY RESINS', 2759.0260200904568)"
266,128651," 18,756 ","FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 8939.863132858529)('FJI - SEPARABLE CONNECTORS', 2827.0210409764977)('FJZ - MISC PRODUCT - POWER PROD', 1927.507490036958)"
54,69690," 18,690 ","FTR - OEM REINFORCED FILAMENT TAPE,FTU - 92/1205 & OTH HI-TEMP",1,"('FTM - POLYESTER FILM TAPES', 4095.1828748950848)('FSD - SPECIALTY FOIL TAPES', 3576.3786110518636)('FSB - COPPER FOIL TAPES', 3420.1974290709395)"
2280,298413," 18,671 ",FJZ - MISC PRODUCT - POWER PROD,1,"('FIT - SILICONE TAPE', 3651.3085958185397)('FJI - SEPARABLE CONNECTORS', 3304.3678280269796)('FIP - ARC PROOFING TAPE', 3257.057891856242)"
3619,319690," 18,611 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 8931.505493943416)('FJM - QTIII RUBBER TERMINATIONS', 5827.878489097214)('FJI - SEPARABLE CONNECTORS', 3731.0425303114707)"
2068,296096," 18,520 ","FIC - 33 VINYL TAPE,FIE - 35 VINYL TAPE",1,"('FIL - 23 RUBBER TAPE', 4898.404208492843)('FIM - 130C RUBBER TAPE', 4865.021361957511)('FIN - ALL MASTICS', 4615.02335950868)"
668,215992," 18,395 ",FKK - COMFORT GRIP GLOVES,1,"('FKM - AEROSOLS,SCOTCHKOTE', 2379.3844938893435)('FIE - 35 VINYL TAPE', 1949.6853840657368)('FIM - 130C RUBBER TAPE', 1682.8369992032158)"
3666,320035," 18,394 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 8827.4965409345)('FJM - QTIII RUBBER TERMINATIONS', 8757.963866048733)('FJI - SEPARABLE CONNECTORS', 4395.471801607866)"
124,73264," 18,360 ","FTB - COMPOSITE, ACETATE & PAPER,FTU - 92/1205 & OTH HI-TEMP,FSQ - GLASS CLOTH TAPES",0.833193113,"('FTZ - 1/S10/S20 EPOXY TAPES', 5264.542590421243)('FSB - COPPER FOIL TAPES', 2950.0033902140376)('FSD - SPECIALTY FOIL TAPES', 1954.640967496543)"
2093,296668," 18,286 ","FJM - QTIII RUBBER TERMINATIONS,FJC - ENERGY RESINS",1,"('FJF - QSIII & QS-2000 SPLICES', 7007.821370297142)('FJL - QTII,RUBBER, PORCELAIN TERMI', 4795.9009530620515)('FJI - SEPARABLE CONNECTORS', 3025.8104644429836)"
2237,297883," 18,276 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 7697.867755675445)('FTU - 92/1205 & OTH HI-TEMP', 5813.674155712421)('FTZ - 1/S10/S20 EPOXY TAPES', 5632.088146461534)"
1693,289828," 18,259 ","FID - GENERAL USE VINYL-BLACK,FIC - 33 VINYL TAPE",1,"('FIN - ALL MASTICS', 3283.4278861194352)('FIE - 35 VINYL TAPE', 2867.5927692581067)('FIL - 23 RUBBER TAPE', 2600.328956281142)"
691,216337," 18,175 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 8722.16306104742)('FJM - QTIII RUBBER TERMINATIONS', 5691.280883871849)('FJI - SEPARABLE CONNECTORS', 3643.591929618957)"
2848,306937," 18,172 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJM - QTIII RUBBER TERMINATIONS', 8091.04543957002)('FJI - SEPARABLE CONNECTORS', 4209.862366191858)('FJC - ENERGY RESINS', 2874.7057953810963)"
2104,296731," 18,133 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 2697.989456750906)('FIC - 33 VINYL TAPE', 2048.496341161023)('FIL - 23 RUBBER TAPE', 1856.9214370039829)"
1202,276027," 18,078 ","FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 8613.073525884303)('FJI - SEPARABLE CONNECTORS', 2668.183017728733)('FJZ - MISC PRODUCT - POWER PROD', 1812.18748326441)"
2184,297511," 18,053 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 2686.076073990824)('FIC - 33 VINYL TAPE', 2039.4508940285984)('FIL - 23 RUBBER TAPE', 1848.7219179958283)"
3717,320801," 17,950 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 8614.420477925418)('FJM - QTIII RUBBER TERMINATIONS', 8546.56616661039)('FJI - SEPARABLE CONNECTORS', 4289.374923267441)"
1215,276195," 17,928 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 1229.8780935475825)('FQA - LIQUID RESINS', 1039.4367035591358)('FTZ - 1/S10/S20 EPOXY TAPES', 864.270226656888)"
1514,287549," 17,923 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 8601.108022997776)('FJM - QTIII RUBBER TERMINATIONS', 5612.2915071397)('FJI - SEPARABLE CONNECTORS', 3593.022460028643)"
2991,309175," 17,909 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 8594.754171583014)('FJM - QTIII RUBBER TERMINATIONS', 5608.145568472571)('FJI - SEPARABLE CONNECTORS', 3590.368205393091)"
2443,300851," 17,888 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 8516.829606405974)('FJL - QTII,RUBBER, PORCELAIN TERMI', 5601.420597376616)('FJI - SEPARABLE CONNECTORS', 2556.6870127143625)"
610,213942," 17,840 ","BQD - DIELECTRIC AND COSMETIC FILM,RWI - DIELECTRIC TAPES",1,"('SLR - LIGHT REDIRECTING FILMS', 2423.6436233862546)()()"
3074,310593," 17,835 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJM - QTIII RUBBER TERMINATIONS', 7213.206832091571)('FJI - SEPARABLE CONNECTORS', 3959.8874379490517)('FJC - ENERGY RESINS', 2727.7822523851273)"
3531,318771," 17,807 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 2649.6010590964447)('FIC - 33 VINYL TAPE', 2011.7565921224261)('FIL - 23 RUBBER TAPE', 1823.6175808002415)"
2904,307763," 17,779 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES",1,"('FJM - QTIII RUBBER TERMINATIONS', 6334.562083217472)('FJI - SEPARABLE CONNECTORS', 3745.3791722146498)('FJC - ENERGY RESINS', 2609.202792855826)"
2854,306959," 17,701 ",FTU - 92/1205 & OTH HI-TEMP,1,"('FTB - COMPOSITE, ACETATE & PAPER', 5929.303910480088)('FTM - POLYESTER FILM TAPES', 5630.88794824305)('FTZ - 1/S10/S20 EPOXY TAPES', 4482.735840008965)"
2860,306971," 17,701 ",FTU - 92/1205 & OTH HI-TEMP,1,"('FTB - COMPOSITE, ACETATE & PAPER', 5929.303910480088)('FTM - POLYESTER FILM TAPES', 5630.88794824305)('FTZ - 1/S10/S20 EPOXY TAPES', 4482.735840008965)"
2866,306993," 17,701 ",FTU - 92/1205 & OTH HI-TEMP,1,"('FTB - COMPOSITE, ACETATE & PAPER', 5929.303910480088)('FTM - POLYESTER FILM TAPES', 5630.88794824305)('FTZ - 1/S10/S20 EPOXY TAPES', 4482.735840008965)"
1680,289343," 17,639 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 7690.967247133047)('FJI - SEPARABLE CONNECTORS', 3769.2547975300654)('FJC - ENERGY RESINS', 2474.99835262439)"
2006,295247," 17,633 ","FID - GENERAL USE VINYL-BLACK,FTU - 92/1205 & OTH HI-TEMP",1,"('FTB - COMPOSITE, ACETATE & PAPER', 2898.431850672273)('FTM - POLYESTER FILM TAPES', 2826.601463268914)('FSQ - GLASS CLOTH TAPES', 2261.0845938535517)"
2404,300282," 17,633 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 2623.6041538581667)('FIC - 33 VINYL TAPE', 1992.017980791359)('FIL - 23 RUBBER TAPE', 1805.7249198367495)"
354,141567," 17,627 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 7424.6442498660845)('FTU - 92/1205 & OTH HI-TEMP', 5607.327088592971)('FTZ - 1/S10/S20 EPOXY TAPES', 5432.186184354036)"
1005,260368," 17,626 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 2153.952825433637)('RWA - SOLAR ACRYLIC FOAM TAPES', 791.4128028507808)('FJB - COLD SHRINK TUBING', 646.1858476300912)"
3331,314712," 17,601 ",FJG - HIGH VOLTAGE,1,"('FIQ - TAPE TERM/SPLICING KITS', 1342.0613807335324)('FJM - QTIII RUBBER TERMINATIONS', 1325.498101135962)('FJL - QTII,RUBBER, PORCELAIN TERMI', 873.4019692297891)"
434,158179," 17,565 ",FTR - OEM REINFORCED FILAMENT TAPE,1,"('FTM - POLYESTER FILM TAPES', 3838.039143676616)('FSD - SPECIALTY FOIL TAPES', 3368.675555448141)('FSB - COPPER FOIL TAPES', 3214.5008986091193)"
783,223645," 17,557 ",BQD - DIELECTRIC AND COSMETIC FILM,1,"('RWI - DIELECTRIC TAPES', 6059.435655575731)('SLR - LIGHT REDIRECTING FILMS', 2266.566678784235)()"
814,226941," 17,525 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 8410.448137698502)('FJM - QTIII RUBBER TERMINATIONS', 5487.884413058767)('FJI - SEPARABLE CONNECTORS', 3513.376297199959)"
1455,285856," 17,512 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 8337.953549969345)('FJL - QTII,RUBBER, PORCELAIN TERMI', 5483.775878249206)('FJI - SEPARABLE CONNECTORS', 2502.9897906831607)"
542,184230," 17,501 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 7371.229575698125)('FTU - 92/1205 & OTH HI-TEMP', 5566.986630611328)('FTZ - 1/S10/S20 EPOXY TAPES', 5393.105732107156)"
2909,308019," 17,464 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 2598.435615847583)('FIC - 33 VINYL TAPE', 1972.9083219681768)('FIL - 23 RUBBER TAPE', 1788.402391888036)"
