,InAcc ID, 2020 total amount ,GSC Top3,GSC Top3 pct,GSC Recommendation Top3
1946,294398," 206,688 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",0.979779669,"('FJI - SEPARABLE CONNECTORS', 35398.801525602365)('FJC - ENERGY RESINS', 21985.708306590746)('FJG - HIGH VOLTAGE', 13277.22587242949)"
1464,285899," 206,175 ","FJZ - MISC PRODUCT - POWER PROD,FID - GENERAL USE VINYL-BLACK,FJF - QSIII & QS-2000 SPLICES",0.951086363,"('FIT - SILICONE TAPE', 33123.52030565578)('FJI - SEPARABLE CONNECTORS', 31384.575670422637)('FIP - ARC PROOFING TAPE', 29976.446028413662)"
2761,305460," 206,096 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 86807.15241619998)('FTU - 92/1205 & OTH HI-TEMP', 65559.51784972813)('FTZ - 1/S10/S20 EPOXY TAPES', 63511.81257834702)"
3363,315771," 205,473 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 79308.75217949937)('FJI - SEPARABLE CONNECTORS', 37986.56669827711)('FJZ - MISC PRODUCT - POWER PROD', 24968.535723500725)"
3150,312098," 205,384 ",FJZ - MISC PRODUCT - POWER PROD,1,"('FIT - SILICONE TAPE', 40164.39455400394)('FJI - SEPARABLE CONNECTORS', 36348.04610829678)('FIP - ARC PROOFING TAPE', 35827.63681041867)"
416,156322," 205,307 ","FJG - HIGH VOLTAGE,FIQ - TAPE TERM/SPLICING KITS",1,"('FJM - QTIII RUBBER TERMINATIONS', 15189.983895815813)('FJL - QTII,RUBBER, PORCELAIN TERMI', 10159.273513733155)('FJF - QSIII & QS-2000 SPLICES', 9663.017465149456)"
3713,320735," 205,236 ",FIQ - TAPE TERM/SPLICING KITS,1,"('FJC - ENERGY RESINS', 16699.69614046103)('FJG - HIGH VOLTAGE', 15649.134890048108)('FJI - SEPARABLE CONNECTORS', 15241.079730088604)"
1256,278121," 204,294 ",GGB - LOCATING PRODUCTS,1,"('GGR - POINT MARKERS - TELECOM', 20043.375257550277)('FIL - 23 RUBBER TAPE', 2593.4896270779022)('FIN - ALL MASTICS', 2084.5231549552304)"
1638,288964," 203,518 ","FIC - 33 VINYL TAPE,FIE - 35 VINYL TAPE,FID - GENERAL USE VINYL-BLACK",1,"('FIN - ALL MASTICS', 58723.67060798197)('FIL - 23 RUBBER TAPE', 57636.66397128269)('FIM - 130C RUBBER TAPE', 56284.2818398901)"
1530,287904," 203,300 ",GGQ - POINT MARKERS - GAS,1,()()()
2105,296732," 203,113 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 30221.45550004301)('FIC - 33 VINYL TAPE', 22946.17603545162)('FIL - 23 RUBBER TAPE', 20800.254958399193)"
1522,287781," 202,231 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJI - SEPARABLE CONNECTORS', 34911.74717008119)('FJZ - MISC PRODUCT - POWER PROD', 23180.500286524977)('FJC - ENERGY RESINS', 21281.823256813157)"
967,256096," 202,176 ",SLR - LIGHT REDIRECTING FILMS,1,"('RWI - DIELECTRIC TAPES', 30027.610447327814)('BQD - DIELECTRIC AND COSMETIC FILM', 26100.809366761023)('FJM - QTIII RUBBER TERMINATIONS', 2217.0340313364377)"
1338,281729," 202,123 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 96998.92560381755)('FJM - QTIII RUBBER TERMINATIONS', 63292.57171429453)('FJI - SEPARABLE CONNECTORS', 40520.281498765915)"
1134,270800," 202,006 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI,FJM - QTIII RUBBER TERMINATIONS",1,"('FJI - SEPARABLE CONNECTORS', 43871.886553373384)('FJC - ENERGY RESINS', 29621.11917112511)('FJZ - MISC PRODUCT - POWER PROD', 29092.639381331992)"
850,238939," 201,961 ",RWI - DIELECTRIC TAPES,1,"('BQD - DIELECTRIC AND COSMETIC FILM', 69703.73007468766)('SLR - LIGHT REDIRECTING FILMS', 29995.709527533596)()"
3071,310535," 201,540 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 95957.62267450803)('FJL - QTII,RUBBER, PORCELAIN TERMI', 63110.22163928232)('FJI - SEPARABLE CONNECTORS', 28805.743334154653)"
973,257559," 201,157 ","FJG - HIGH VOLTAGE,FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJM - QTIII RUBBER TERMINATIONS', 27801.637935323855)('FJI - SEPARABLE CONNECTORS', 15287.00100744928)('FIQ - TAPE TERM/SPLICING KITS', 13997.07824024558)"
2080,296271," 200,928 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 84305.7745280679)('FJI - SEPARABLE CONNECTORS', 41033.99679118222)('FJZ - MISC PRODUCT - POWER PROD', 26736.368535510115)"
3505,317985," 200,763 ","FJG - HIGH VOLTAGE,FJM - QTIII RUBBER TERMINATIONS",1,"('FJF - QSIII & QS-2000 SPLICES', 41268.02131580608)('FJL - QTII,RUBBER, PORCELAIN TERMI', 29472.019179484872)('FJI - SEPARABLE CONNECTORS', 16322.365305355212)"
2031,295516," 200,626 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 84503.50528409293)('FTU - 92/1205 & OTH HI-TEMP', 63819.73038898126)('FTZ - 1/S10/S20 EPOXY TAPES', 61826.366151080896)"
2286,298533," 200,546 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 96242.22493400547)('FJM - QTIII RUBBER TERMINATIONS', 62798.81849886251)('FJI - SEPARABLE CONNECTORS', 40204.17774854165)"
157,115101," 200,093 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES",1,"('FJM - QTIII RUBBER TERMINATIONS', 75765.70435873118)('FJI - SEPARABLE CONNECTORS', 43208.637776607145)('FJC - ENERGY RESINS', 29940.392421721277)"
1329,281512," 198,658 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 29558.697167348717)('FIC - 33 VINYL TAPE', 22442.96501800264)('FIL - 23 RUBBER TAPE', 20344.104118945907)"
2405,300302," 198,070 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJM - QTIII RUBBER TERMINATIONS', 80772.90570630613)('FJI - SEPARABLE CONNECTORS', 44134.929916672736)('FJC - ENERGY RESINS', 30379.88301241558)"
1759,291335," 197,306 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 94687.29756518627)('FJM - QTIII RUBBER TERMINATIONS', 61784.216003124806)('FJI - SEPARABLE CONNECTORS', 39554.62318592689)"
259,128635," 197,036 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 13516.525161127403)('FQA - LIQUID RESINS', 11423.548749071873)('FTZ - 1/S10/S20 EPOXY TAPES', 9498.445680030442)"
2833,306324," 196,500 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 29237.53473091255)('FIC - 33 VINYL TAPE', 22199.11674264647)('FIL - 23 RUBBER TAPE', 20123.060477916657)"
2690,304387," 195,477 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 93070.8393250184)('FJL - QTII,RUBBER, PORCELAIN TERMI', 61211.61752703934)('FJI - SEPARABLE CONNECTORS', 27939.153084115034)"
2156,297225," 194,492 ",FIT - SILICONE TAPE,1,"('FIB - 88 VINYL TAPE', 61164.79898648971)('FIM - 130C RUBBER TAPE', 54602.555204269054)('FJZ - MISC PRODUCT - POWER PROD', 38034.30124927482)"
78,70954," 194,440 ","FTM - POLYESTER FILM TAPES,FTU - 92/1205 & OTH HI-TEMP,FTB - COMPOSITE, ACETATE & PAPER",0.993704992,"('FSQ - GLASS CLOTH TAPES', 45523.30001178814)('FSB - COPPER FOIL TAPES', 35494.88271405442)('FTR - OEM REINFORCED FILAMENT TAPE', 33214.43730797561)"
929,248646," 194,070 ",BQD - DIELECTRIC AND COSMETIC FILM,1,"('RWI - DIELECTRIC TAPES', 66980.05651757741)('SLR - LIGHT REDIRECTING FILMS', 25054.274502631262)()"
306,131269," 193,953 ","FJF - QSIII & QS-2000 SPLICES,FJG - HIGH VOLTAGE,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 76286.03240122674)('FJI - SEPARABLE CONNECTORS', 38608.61307576919)('FJC - ENERGY RESINS', 26367.637345788728)"
909,245789," 191,738 ",RWI - DIELECTRIC TAPES,1,"('BQD - DIELECTRIC AND COSMETIC FILM', 66175.17799669234)('SLR - LIGHT REDIRECTING FILMS', 28477.26247927788)()"
149,114136," 191,454 ","FJI - SEPARABLE CONNECTORS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 48811.342288929125)('FJC - ENERGY RESINS', 39828.56819291144)('FJM - QTIII RUBBER TERMINATIONS', 39800.84129164748)"
144,104093," 191,144 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 91007.4667547774)('FJL - QTII,RUBBER, PORCELAIN TERMI', 59854.561186929335)('FJI - SEPARABLE CONNECTORS', 27319.74444304532)"
300,131256," 189,664 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 13010.815621213897)('FQA - LIQUID RESINS', 10996.146179757172)('FTZ - 1/S10/S20 EPOXY TAPES', 9143.069239896551)"
2506,302026," 189,467 ","FIQ - TAPE TERM/SPLICING KITS,FJZ - MISC PRODUCT - POWER PROD",1,"('FJC - ENERGY RESINS', 15799.345242142057)('FJI - SEPARABLE CONNECTORS', 14669.370494232453)('FJG - HIGH VOLTAGE', 14169.267249189314)"
1138,271212," 189,396 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJI - SEPARABLE CONNECTORS', 39859.58652720647)('FJC - ENERGY RESINS', 26297.059940343286)('FJZ - MISC PRODUCT - POWER PROD', 26151.869649333068)"
2376,300100," 188,702 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJI - SEPARABLE CONNECTORS', 30637.665018785257)('FJZ - MISC PRODUCT - POWER PROD', 20439.096817992795)('FJC - ENERGY RESINS', 18147.25834202369)"
2247,298033," 188,605 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES",1,"('FJM - QTIII RUBBER TERMINATIONS', 70080.10704389482)('FJI - SEPARABLE CONNECTORS', 40412.51867938651)('FJC - ENERGY RESINS', 28049.704607588705)"
1224,276220," 187,740 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 12878.846911151264)('FQA - LIQUID RESINS', 10884.612262956703)('FTZ - 1/S10/S20 EPOXY TAPES', 9050.331083524929)"
3297,314410," 186,557 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJI - SEPARABLE CONNECTORS', 31931.821415164388)('FJZ - MISC PRODUCT - POWER PROD', 21237.998457412876)('FJC - ENERGY RESINS', 19413.504599936943)"
959,252455," 186,002 ","RWI - DIELECTRIC TAPES,BQD - DIELECTRIC AND COSMETIC FILM",1,"('SLR - LIGHT REDIRECTING FILMS', 27479.377168603463)()()"
2201,297610," 185,262 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 63926.88681302218)('FJI - SEPARABLE CONNECTORS', 29884.692899002337)('FJZ - MISC PRODUCT - POWER PROD', 19907.344001239104)"
681,216234," 185,159 ","FJG - HIGH VOLTAGE,FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES",0.915455546,"('FJI - SEPARABLE CONNECTORS', 19964.044327553467)('FJC - ENERGY RESINS', 14468.444334676242)('FJZ - MISC PRODUCT - POWER PROD', 13463.29999705806)"
35,58690," 185,146 ","FSQ - GLASS CLOTH TAPES,FTB - COMPOSITE, ACETATE & PAPER,FTM - POLYESTER FILM TAPES",0.958488952,"('FSB - COPPER FOIL TAPES', 34625.00851153269)('FTR - OEM REINFORCED FILAMENT TAPE', 29560.83353337778)('FSD - SPECIALTY FOIL TAPES', 24088.539476609487)"
1934,294336," 184,690 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJI - SEPARABLE CONNECTORS', 34165.762305504046)('FJZ - MISC PRODUCT - POWER PROD', 23474.726110747957)('FJC - ENERGY RESINS', 22375.66223803795)"
3508,318026," 184,611 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 62049.56136216546)('FJI - SEPARABLE CONNECTORS', 28828.005355395828)('FJZ - MISC PRODUCT - POWER PROD', 19269.437205927516)"
45,58940," 183,867 ","FTM - POLYESTER FILM TAPES,FTT - 40 ANTI-STATIC UTILITY TAPE,FSB - COPPER FOIL TAPES",1,"('FTB - COMPOSITE, ACETATE & PAPER', 74223.004653872)('FTU - 92/1205 & OTH HI-TEMP', 56689.979192977844)('FTZ - 1/S10/S20 EPOXY TAPES', 54457.27527024727)"
204,117043," 183,666 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 12599.3699356268)('FQA - LIQUID RESINS', 10648.411107993546)('FTZ - 1/S10/S20 EPOXY TAPES', 8853.934684362164)"
653,215083," 183,138 ",BQD - DIELECTRIC AND COSMETIC FILM,1,"('RWI - DIELECTRIC TAPES', 63207.174649333676)('SLR - LIGHT REDIRECTING FILMS', 23643.006389291102)()"
2274,298374," 183,086 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 86131.64831963753)('FJI - SEPARABLE CONNECTORS', 42752.59077035132)('FJC - ENERGY RESINS', 28827.633090090112)"
716,216715," 182,866 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 22347.260563873988)('RWA - SOLAR ACRYLIC FOAM TAPES', 8210.907829576854)('FJB - COLD SHRINK TUBING', 6704.178169162197)"
2385,300113," 182,775 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 65235.84893245873)('FJI - SEPARABLE CONNECTORS', 30731.468784489367)('FJZ - MISC PRODUCT - POWER PROD', 20384.86081551414)"
593,213611," 182,773 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 76983.59227608496)('FTU - 92/1205 & OTH HI-TEMP', 58140.4533092173)('FTZ - 1/S10/S20 EPOXY TAPES', 56324.47728275136)"
1372,282874," 182,363 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 72442.42792982835)('FJI - SEPARABLE CONNECTORS', 34896.739832011)('FJZ - MISC PRODUCT - POWER PROD', 22866.037629939266)"
487,171401," 181,298 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJI - SEPARABLE CONNECTORS', 37966.993923346745)('FJC - ENERGY RESINS', 24966.552265071732)('FJZ - MISC PRODUCT - POWER PROD', 24879.100392064698)"
66,70064," 180,990 ","FTZ - 1/S10/S20 EPOXY TAPES,FTM - POLYESTER FILM TAPES,FHA - HIGH TEMP FLEX ELECTRICAL IN",1,"('FTB - COMPOSITE, ACETATE & PAPER', 75089.33059565205)('FTU - 92/1205 & OTH HI-TEMP', 51057.92776003521)('FSQ - GLASS CLOTH TAPES', 41910.73845758682)"
891,244520," 180,711 ","FTB - COMPOSITE, ACETATE & PAPER,FTM - POLYESTER FILM TAPES,FTU - 92/1205 & OTH HI-TEMP",1,"('FTZ - 1/S10/S20 EPOXY TAPES', 66761.94013555715)('FSQ - GLASS CLOTH TAPES', 45528.99833232891)('FTR - OEM REINFORCED FILAMENT TAPE', 26224.102145786423)"
3638,319791," 180,184 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 85789.30011704132)('FJL - QTII,RUBBER, PORCELAIN TERMI', 56422.63317663153)('FJI - SEPARABLE CONNECTORS', 25753.290787233713)"
86,71192," 179,831 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI,FJM - QTIII RUBBER TERMINATIONS",1,"('FJI - SEPARABLE CONNECTORS', 37460.57366056539)('FJC - ENERGY RESINS', 25086.248818764565)('FJZ - MISC PRODUCT - POWER PROD', 25040.818785493277)"
242,123517," 179,792 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 75728.32563422013)('FTU - 92/1205 & OTH HI-TEMP', 57192.43608341383)('FTZ - 1/S10/S20 EPOXY TAPES', 55406.07070593233)"
2496,301946," 179,540 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 21940.826424546965)('RWA - SOLAR ACRYLIC FOAM TAPES', 8061.574391267086)('FJB - COLD SHRINK TUBING', 6582.24792736409)"
30,58675," 179,388 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI,FIT - SILICONE TAPE",1,"('FJM - QTIII RUBBER TERMINATIONS', 74561.38248326664)('FJI - SEPARABLE CONNECTORS', 40186.5217586121)('FJC - ENERGY RESINS', 27770.982663371055)"
3596,319506," 179,205 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 66676.46950508366)('FJI - SEPARABLE CONNECTORS', 31694.503175624624)('FJZ - MISC PRODUCT - POWER PROD', 20919.65930791475)"
446,159822," 179,202 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 12293.177733702045)('FQA - LIQUID RESINS', 10389.631465772147)('FTZ - 1/S10/S20 EPOXY TAPES', 8638.764737725627)"
962,253482," 179,093 ","FJC - ENERGY RESINS,FIV - SCOTCHFIL,FIB - 88 VINYL TAPE",0.84955018,"('FIT - SILICONE TAPE', 35688.50454824505)('FIC - 33 VINYL TAPE', 27291.007299027082)('FKD - SCOTCHLOK TERMINALS', 26725.815687109884)"
2391,300120," 178,189 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 56795.90664961276)('FJI - SEPARABLE CONNECTORS', 26042.81534171624)('FJZ - MISC PRODUCT - POWER PROD', 17535.43543225181)"
176,115172," 177,365 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES",1,"('FJM - QTIII RUBBER TERMINATIONS', 57587.46475269555)('FJI - SEPARABLE CONNECTORS', 36040.50075791325)('FJZ - MISC PRODUCT - POWER PROD', 25474.059191068904)"
1237,277139," 176,866 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 84209.5361094369)('FJL - QTII,RUBBER, PORCELAIN TERMI', 55383.64061013309)('FJI - SEPARABLE CONNECTORS', 25279.05773244089)"
3336,314962," 175,351 ","FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES",1,"('FJI - SEPARABLE CONNECTORS', 26753.520688249017)('FJZ - MISC PRODUCT - POWER PROD', 18089.28416064196)('FJC - ENERGY RESINS', 15502.758049697386)"
2777,305746," 175,247 ","FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 83720.99178821195)('FJI - SEPARABLE CONNECTORS', 29343.016687729723)('FJZ - MISC PRODUCT - POWER PROD', 20369.422598047022)"
1961,294452," 174,720 ",RWR - WIND PROTECTION TAPES,1,"('RWO - WIND PROCESSING AIDS', 21351.819947109037)('RWA - SOLAR ACRYLIC FOAM TAPES', 11888.19021830769)('FJB - COLD SHRINK TUBING', 9706.666666666666)"
943,251455," 174,700 ","FJC - ENERGY RESINS,FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES",1,"('FJI - SEPARABLE CONNECTORS', 37260.50852595031)('FJM - QTIII RUBBER TERMINATIONS', 28194.53909594388)('FJZ - MISC PRODUCT - POWER PROD', 25455.11740865404)"
253,123570," 174,654 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 77843.57996924943)('FJI - SEPARABLE CONNECTORS', 38295.22851659843)('FJC - ENERGY RESINS', 25348.27900586115)"
870,242752," 174,427 ",FSA - ALUMINUM FOIL TAPE,1,"('FSD - SPECIALTY FOIL TAPES', 27797.43005636008)('FSG - EMC FABRIC & SPECIALTY TAPES', 26914.745918912024)('FTT - 40 ANTI-STATIC UTILITY TAPE', 25375.465804234194)"
1009,260373," 173,864 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 25869.47037427711)('FIC - 33 VINYL TAPE', 19641.854150645333)('FIL - 23 RUBBER TAPE', 17804.95249221047)"
1408,283728," 173,372 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJM - QTIII RUBBER TERMINATIONS', 77456.97425703764)('FJI - SEPARABLE CONNECTORS', 40226.795953036635)('FJC - ENERGY RESINS', 27460.263982457465)"
1023,260453," 172,377 ","FID - GENERAL USE VINYL-BLACK,FIN - ALL MASTICS",1,"('FIC - 33 VINYL TAPE', 20852.423580561295)('FIL - 23 RUBBER TAPE', 18658.670050641238)('FIE - 35 VINYL TAPE', 17602.04866709384)"
609,213941," 172,286 ","RWI - DIELECTRIC TAPES,BQD - DIELECTRIC AND COSMETIC FILM",1,"('SLR - LIGHT REDIRECTING FILMS', 24949.286461470696)()()"
71,70610," 171,936 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 72419.04912145039)('FTU - 92/1205 & OTH HI-TEMP', 54693.16538313307)('FTZ - 1/S10/S20 EPOXY TAPES', 52984.862962113584)"
1572,288301," 171,175 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 25469.446494091317)('FIC - 33 VINYL TAPE', 19338.12892559406)('FIL - 23 RUBBER TAPE', 17529.631579976416)"
1130,270395," 170,498 ","FTM - POLYESTER FILM TAPES,FTB - COMPOSITE, ACETATE & PAPER,FTZ - 1/S10/S20 EPOXY TAPES",1,"('FTU - 92/1205 & OTH HI-TEMP', 54303.614822794356)('FSQ - GLASS CLOTH TAPES', 40673.24312725134)('FTR - OEM REINFORCED FILAMENT TAPE', 36075.088569417174)"
2058,295990," 169,890 ",GGB - LOCATING PRODUCTS,1,"('GGR - POINT MARKERS - TELECOM', 16667.96796005829)('FIL - 23 RUBBER TAPE', 2156.7326587169528)('FIN - ALL MASTICS', 1733.4787535699684)"
2317,299272," 169,680 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 80788.20189346376)('FJL - QTII,RUBBER, PORCELAIN TERMI', 53133.46855861679)('FJI - SEPARABLE CONNECTORS', 24251.99940670493)"
2579,302592," 169,569 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 75683.03533026153)('FJI - SEPARABLE CONNECTORS', 37241.21986121886)('FJC - ENERGY RESINS', 24662.962673035923)"
238,123500," 169,419 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 81304.57110121053)('FJM - QTIII RUBBER TERMINATIONS', 80664.14895174924)('FJI - SEPARABLE CONNECTORS', 40483.95238219605)"
3317,314523," 169,162 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 81181.17377270895)('FJM - QTIII RUBBER TERMINATIONS', 52971.36262978944)('FJI - SEPARABLE CONNECTORS', 33912.581950711174)"
1049,262409," 168,834 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 80385.28906670037)('FJL - QTII,RUBBER, PORCELAIN TERMI', 52868.47743972881)('FJI - SEPARABLE CONNECTORS', 24131.0480622437)"
1988,294915," 168,742 ",FJZ - MISC PRODUCT - POWER PROD,1,"('FIT - SILICONE TAPE', 32998.701434710056)('FJI - SEPARABLE CONNECTORS', 29863.22424579383)('FIP - ARC PROOFING TAPE', 29435.660697650786)"
260,128642," 167,114 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 11463.92582300209)('FQA - LIQUID RESINS', 9688.785685202327)('FTZ - 1/S10/S20 EPOXY TAPES', 8056.0258950904245)"
11,58579," 166,991 ","FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES",1,"('FJI - SEPARABLE CONNECTORS', 28632.51132992073)('FJZ - MISC PRODUCT - POWER PROD', 19656.93021109066)('FJC - ENERGY RESINS', 18052.516253172158)"
309,132851," 166,893 ",FQA - LIQUID RESINS,1,"('FIG - 22/66R/FRICTION TAPE', 28210.04552317915)('FSQ - GLASS CLOTH TAPES', 15894.56)('FPV - INTERNAL CHEMICALS ESD', 9675.96578806198)"
3455,317331," 166,740 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 76160.2594146968)('FJI - SEPARABLE CONNECTORS', 37621.82846341749)('FJC - ENERGY RESINS', 25117.87517361591)"
3714,320736," 166,700 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 54195.92938244193)('FJI - SEPARABLE CONNECTORS', 24975.242813281915)('FJZ - MISC PRODUCT - POWER PROD', 16769.789039063024)"
2912,308143," 166,668 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 79983.9420301852)('FJM - QTIII RUBBER TERMINATIONS', 79353.92224921133)('FJI - SEPARABLE CONNECTORS', 39826.372080107256)"
1888,294052," 166,487 ","FTB - COMPOSITE, ACETATE & PAPER,FTU - 92/1205 & OTH HI-TEMP",1,"('FTM - POLYESTER FILM TAPES', 69938.52015704694)('FTZ - 1/S10/S20 EPOXY TAPES', 68191.93365108017)('FSQ - GLASS CLOTH TAPES', 43570.0744310583)"
